Property URL,MLS ID,Listing description,Property type,Number of days on Zillow,Property price (USD),Price was cut,Price cut amount (USD),Price cut date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,State,Country
https://www.zillow.com/homedetails/829-W-Elkcam-Cir-UNIT-208-Marco-Island-FL-34145/43786260_zpid/,,Condo for sale,Condominium,120,419900,Yes,5000.0,07/04/2024,995.0,sqft,422.01,,,2.0,2.0,829 W Elkcam Cir UNIT 208,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1027-Anglers-Cv-B402-Marco-Island-FL-34145/43738670_zpid/,,Condo for sale,Condominium,149,454900,Yes,20000.0,07/05/2024,717.0,sqft,634.45,,,1.0,1.0,1027 Anglers Cv #B402,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/450-Balsam-Ct-Marco-Island-FL-34145/103101194_zpid/,,New construction,Single Family,34,3499000,No,,,2926.0,sqft,1195.83,0.35,acres,4.0,5.0,450 Balsam Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/600-Crescent-St-Marco-Island-FL-34145/103063564_zpid/,,House for sale,Single Family,205,2995000,Yes,280000.0,09/12/2024,2989.0,sqft,1002.01,0.25,acres,3.0,4.0,600 Crescent St,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1215-Edington-Pl-APT-N1-Marco-Island-FL-34145/43802321_zpid/,,Condo for sale,Condominium,53,375000,No,,,570.0,sqft,657.89,0.0,sqft,1.0,1.0,1215 Edington Pl APT N1,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/429-Persian-Ct-Marco-Island-FL-34145/103083265_zpid/,,House for sale,Single Family,153,4500000,No,,,4498.0,sqft,1000.44,0.25,acres,4.0,5.0,429 Persian Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1021-W-Inlet-Dr-Marco-Island-FL-34145/103069419_zpid/,,New construction,Single Family,233,4500000,No,,,4178.0,sqft,1077.07,0.47,acres,4.0,5.0,1021 W Inlet Dr,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1401-N-Collier-Blvd-Marco-Island-FL-34145/54187722_zpid/,,Lot / Land for sale,Lot/Land,100,340000,No,,,,,,,,,,1401 N Collier Blvd,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1012-Anglers-Cv-D503-Marco-Island-FL-34145/54162576_zpid/,,Condo for sale,Condominium,94,399900,No,,,732.0,sqft,546.31,,,1.0,1.0,1012 Anglers Cv #D503,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1275-6th-Ave-Marco-Island-FL-34145/103110769_zpid/,,New construction,Single Family,314,1399000,Yes,91000.0,03/18/2024,2196.0,sqft,637.07,8712.0,sqft,3.0,4.0,1275 6th Ave,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1081-Bald-Eagle-Dr-58-Marco-Island-FL-34145/348811998_zpid/,,Lot / Land for sale,Lot/Land,135,239000,No,,,,,,,,,,1081 Bald Eagle Dr #58,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/649-Dorando-Ct-Marco-Island-FL-34145/43776777_zpid/,,House for sale,Single Family,59,2500000,No,,,1698.0,sqft,1472.32,0.25,acres,3.0,2.0,649 Dorando Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/380-Seaview-Ct-APT-1109-Marco-Island-FL-34145/54201966_zpid/,,Condo for sale,Condominium,93,679000,No,,,1010.0,sqft,672.28,,,2.0,2.0,380 Seaview Ct APT 1109,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/574-Coconut-Ave-Goodland-FL-34140/103130478_zpid/,,Lot / Land for sale,Lot/Land,58,621000,Yes,4000.0,07/17/2024,,,,4791.6,sqft,,,574 Coconut Ave,Goodland,34140,FL,USA
https://www.zillow.com/homedetails/1215-Edington-Pl-APT-J5-Marco-Island-FL-34145/43802306_zpid/,,Condo for sale,Condominium,33,459000,No,,,570.0,sqft,805.26,,,1.0,1.0,1215 Edington Pl APT J5,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/440-Seaview-Ct-APT-111-Marco-Island-FL-34145/43796061_zpid/,,Condo for sale,Condominium,80,1150000,No,,,1099.0,sqft,1046.41,,,2.0,2.0,440 Seaview Ct APT 111,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/2000-Royal-Marco-Way-UNIT-607-Marco-Island-FL-34145/54198907_zpid/,,Condo for sale,Condominium,106,1698000,No,,,2180.0,sqft,778.9,,,2.0,4.0,2000 Royal Marco Way UNIT 607,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/160-Palm-St-5-Marco-Island-FL-34145/63474324_zpid/,,Condo for sale,Condominium,276,3999000,Yes,401000.0,05/22/2024,5707.0,sqft,700.72,0.0,sqft,4.0,5.0,160 Palm St #5,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1079-Bald-Eagle-Dr-N-404-Marco-Island-FL-34145/60550865_zpid/,,Condo for sale,Condominium,189,1595000,Yes,100000.0,03/26/2024,2275.0,sqft,701.1,,,3.0,3.0,1079 Bald Eagle Dr #N-404,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/829-W-Elkcam-Cir-2-208-Marco-Island-FL-34145/352064540_zpid/,,Condo for sale,Condominium,92,419900,Yes,5000.0,07/04/2024,995.0,sqft,422.01,0.0,sqft,2.0,2.0,829 W Elkcam Cir #2-208,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1842-Menorca-Ct-Marco-Island-FL-34145/103096266_zpid/,,House for sale,Single Family,274,5976000,No,,,4536.0,sqft,1317.46,0.29,acres,4.0,6.0,1842 Menorca Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/713-Nautilus-Ct-Marco-Island-FL-34145/43776814_zpid/,,New construction,Single Family,182,6950000,No,,,4399.0,sqft,1579.9,0.25,acres,4.0,5.0,713 Nautilus Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1085-Bald-Eagle-Dr-UNIT-A207-Naples-FL-34145/43791109_zpid/,,Condo for sale,Condominium,475,499900,Yes,15000.0,05/09/2024,800.0,sqft,624.88,,,1.0,1.0,1085 Bald Eagle Dr UNIT A207,Naples,34145,FL,USA
https://www.zillow.com/homedetails/320-Seaview-Ct-APT-305-Marco-Island-FL-34145/54202131_zpid/,,Condo for sale,Condominium,384,799000,Yes,6000.0,02/20/2024,1070.0,sqft,746.73,,,2.0,2.0,320 Seaview Ct APT 305,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/3000-Royal-Marco-Way-3-311-Marco-Island-FL-34145/359217972_zpid/,,Condo for sale,Condominium,72,1389000,No,,,2443.0,sqft,568.56,0.0,sqft,2.0,3.0,3000 Royal Marco Way #3-311,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/980-Cape-Marco-Dr-UNIT-1304-Marco-Island-FL-34145/43778766_zpid/,,Condo for sale,Condominium,224,2995000,No,,,2112.0,sqft,1418.09,,,3.0,3.0,980 Cape Marco Dr UNIT 1304,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/714-Hideaway-Cir-W-Marco-Island-FL-34145/103132514_zpid/,,New construction,Single Family,132,4990000,No,,,3807.0,sqft,1310.74,0.26,acres,4.0,6.0,714 Hideaway Cir W,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/380-Seaview-Ct-APT-604-Marco-Island-FL-34145/43795970_zpid/,,Condo for sale,Condominium,45,799900,No,,,1070.0,sqft,747.57,0.0,sqft,2.0,2.0,380 Seaview Ct APT 604,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/140-Seaview-Ct-APT-1406-Marco-Island-FL-34145/2064780858_zpid/,,Condo for sale,Condominium,129,845000,No,,,868.0,sqft,973.5,0.0,sqft,2.0,2.0,140 Seaview Ct APT 1406,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/100-Stevens-Landing-Dr-UNIT-402-Marco-Island-FL-34145/54202543_zpid/,,Condo for sale,Condominium,63,494500,No,,,1100.0,sqft,449.55,,,2.0,2.0,100 Stevens Landing Dr UNIT 402,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1820-S-Inlet-Dr-Marco-Island-FL-34145/103130956_zpid/,,Lot / Land for sale,Lot/Land,31,835000,No,,,,,,0.66,acres,,,1820 S Inlet Dr,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/320-Seaview-Ct-APT-304-Marco-Island-FL-34145/43796359_zpid/,,Condo for sale,Condominium,201,759999,Yes,30000.0,08/30/2024,1132.0,sqft,671.38,,,2.0,2.0,320 Seaview Ct APT 304,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/180-Seaview-Ct-APT-612-Marco-Island-FL-34145/54204064_zpid/,,Condo for sale,Condominium,612,625000,No,,,846.0,sqft,738.77,,,2.0,2.0,180 Seaview Ct APT 612,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1000-S-Collier-Blvd-UNIT-703-Naples-FL-34145/54196089_zpid/,,Condo for sale,Condominium,41,1450000,No,,,1337.0,sqft,1084.52,,,2.0,2.0,1000 S Collier Blvd UNIT 703,Naples,34145,FL,USA
https://www.zillow.com/homedetails/71-Hickory-Ct-Marco-Island-FL-34145/43775892_zpid/,,House for sale,Single Family,55,3695000,No,,,3650.0,sqft,1012.33,10454.4,sqft,4.0,6.0,71 Hickory Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/890-S-Collier-Blvd-UNIT-804-Marco-Island-FL-34145/43794676_zpid/,,Condo for sale,Condominium,161,1099000,No,,,792.0,sqft,1387.63,,,2.0,2.0,890 S Collier Blvd UNIT 804,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/649-Nassau-Rd-Marco-Island-FL-34145/43773745_zpid/,,House for sale,Single Family,153,799000,Yes,40000.0,06/04/2024,1424.0,sqft,561.1,0.25,acres,2.0,2.0,649 Nassau Rd,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/930-Cape-Marco-Dr-UNIT-703-Marco-Island-FL-34145/43798236_zpid/,,Condo for sale,Condominium,179,2100000,Yes,355000.0,06/15/2024,2093.0,sqft,1003.34,,,3.0,3.0,930 Cape Marco Dr UNIT 703,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1128-Bald-Eagle-Dr-APT-101-Naples-FL-34145/54189637_zpid/,,Condo for sale,Condominium,94,674900,No,,,1216.0,sqft,555.02,,,2.0,2.0,1128 Bald Eagle Dr APT 101,Naples,34145,FL,USA
https://www.zillow.com/homedetails/870-S-Collier-Blvd-UNIT-704-Marco-Island-FL-34145/43772519_zpid/,,Condo for sale,Condominium,124,2175000,Yes,75000.0,07/19/2024,2340.0,sqft,929.49,,,3.0,3.0,870 S Collier Blvd UNIT 704,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/970-Cape-Marco-Dr-UNIT-802-Marco-Island-FL-34145/63473237_zpid/,,Condo for sale,Condominium,14,2999999,No,,,2678.0,sqft,1120.24,,,3.0,3.0,970 Cape Marco Dr UNIT 802,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1151-N-Collier-Blvd-Marco-Island-FL-34145/43774773_zpid/,,House for sale,Single Family,162,689000,Yes,30000.0,04/03/2024,1217.0,sqft,566.15,7840.8,sqft,2.0,2.0,1151 N Collier Blvd,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/730-Rockport-Ct-Marco-Island-FL-34145/54189140_zpid/,,House for sale,Single Family,35,3588000,Yes,161999.0,08/08/2024,3435.0,sqft,1044.54,0.25,acres,4.0,6.0,730 Rockport Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/167-N-Collier-Blvd-APT-V5-Marco-Island-FL-34145/54162963_zpid/,,Condo for sale,Condominium,83,365000,Yes,10000.0,09/03/2024,704.0,sqft,518.47,0.0,sqft,2.0,1.0,167 N Collier Blvd APT V5,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1185-Shenandoah-Ct-Marco-Island-FL-34145/54188747_zpid/,,House for sale,Single Family,29,2600000,No,,,2172.0,sqft,1197.05,8712.0,sqft,3.0,3.0,1185 Shenandoah Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/300-S-Collier-Blvd-UNIT-702-Marco-Island-FL-34145/54199036_zpid/,,Condo for sale,Condominium,177,1220000,Yes,50000.0,05/20/2024,1350.0,sqft,903.7,0.0,sqft,2.0,2.0,300 S Collier Blvd UNIT 702,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1201-Ludlam-Ct-Marco-Island-FL-34145/54188999_zpid/,,House for sale,Single Family,206,2295000,Yes,105000.0,04/20/2024,2186.0,sqft,1049.86,0.25,acres,3.0,2.0,1201 Ludlam Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/180-Seaview-Ct-APT-417-Marco-Island-FL-34145/54204036_zpid/,,Condo for sale,Condominium,195,850000,Yes,25000.0,06/21/2024,876.0,sqft,970.32,,,2.0,2.0,180 Seaview Ct APT 417,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/693-Seaview-Ct-APT-A201-Marco-Island-FL-34145/2080332456_zpid/,,Condo for sale,Condominium,27,599900,No,,,1054.0,sqft,569.17,,,2.0,2.0,693 Seaview Ct APT A201,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/530-Club-Marco-Cir-3-202-Marco-Island-FL-34145/348721063_zpid/,,Condo for sale,Condominium,136,875000,Yes,10000.0,08/14/2024,1553.0,sqft,563.43,,,3.0,2.0,530 Club Marco Cir #3-202,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/201-Windbrook-Ct-Marco-Island-FL-34145/43774192_zpid/,,House for sale,Single Family,120,2199000,Yes,196000.0,07/09/2024,2527.0,sqft,870.2,0.36,acres,3.0,3.0,201 Windbrook Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1240-N-Collier-Blvd-Marco-Island-FL-34145/54188160_zpid/,,House for sale,Single Family,283,1080000,Yes,20000.0,02/25/2024,1142.0,sqft,945.71,10018.8,sqft,3.0,2.0,1240 N Collier Blvd,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/240-Seaview-Ct-APT-111-Marco-Island-FL-34145/43797845_zpid/,,Condo for sale,Condominium,45,799000,Yes,59000.0,07/30/2024,1113.0,sqft,717.88,,,2.0,2.0,240 Seaview Ct APT 111,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/990-Cape-Marco-Dr-UNIT-208-Marco-Island-FL-34145/43778016_zpid/,,Condo for sale,Condominium,545,1399000,Yes,191000.0,04/12/2024,1756.0,sqft,796.7,,,3.0,3.0,990 Cape Marco Dr UNIT 208,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/840-S-Collier-Blvd-UNIT-204-Marco-Island-FL-34145/54187440_zpid/,,Condo for sale,Condominium,74,1599000,No,,,1937.0,sqft,825.5,0.0,sqft,2.0,2.0,840 S Collier Blvd UNIT 204,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/2045-San-Marco-Rd-Marco-Island-FL-34145/103179840_zpid/,,New construction,Single Family,171,1797000,No,,,2476.0,sqft,725.77,0.25,acres,4.0,3.0,2045 San Marco Rd,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/300-Stevens-Landing-Dr-UNIT-203-Marco-Island-FL-34145/54202555_zpid/,,Condo for sale,Condominium,42,455000,Yes,10000.0,09/04/2024,950.0,sqft,478.95,,,2.0,2.0,300 Stevens Landing Dr UNIT 203,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1109-Strawberry-Ct-Marco-Island-FL-34145/43775434_zpid/,,House for sale,Single Family,122,2599900,Yes,35100.0,06/01/2024,3226.0,sqft,805.92,9583.2,sqft,3.0,3.0,1109 Strawberry Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/440-Seaview-Ct-APT-1204-Marco-Island-FL-34145/54202040_zpid/,,Condo for sale,Condominium,147,699000,Yes,26000.0,05/20/2024,1132.0,sqft,617.49,,,2.0,2.0,440 Seaview Ct APT 1204,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1400-Auburndale-Ave-Marco-Island-FL-34145/103155244_zpid/,,House for sale,Single Family,27,3950000,Yes,200000.0,09/06/2024,3350.0,sqft,1179.1,0.37,acres,4.0,4.0,1400 Auburndale Ave,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/580-Tripoli-Ct-Marco-Island-FL-34145/54187699_zpid/,,House for sale,Single Family,74,1850000,Yes,50000.0,05/23/2024,1818.0,sqft,1017.6,9147.6,sqft,3.0,3.0,580 Tripoli Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1123-S-Collier-Blvd-APT-D103-Marco-Island-FL-34145/54203967_zpid/,,Condo for sale,Condominium,38,625000,No,,,1466.0,sqft,426.33,,,2.0,3.0,1123 S Collier Blvd APT D103,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/520-S-Collier-Blvd-UNIT-206-Marco-Island-FL-34145/54166978_zpid/,,Condo for sale,Condominium,151,1499000,Yes,66000.0,06/14/2024,1836.0,sqft,816.45,,,2.0,3.0,520 S Collier Blvd UNIT 206,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1421-Galleon-Ave-Marco-Island-FL-34145/43776282_zpid/,,House for sale,Single Family,123,2675000,Yes,75000.0,08/29/2024,2047.0,sqft,1306.79,8712.0,sqft,3.0,2.0,1421 Galleon Ave,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/449-Hartley-St-Marco-Island-FL-34145/103043812_zpid/,,New construction,Single Family,533,1699000,Yes,80000.0,07/05/2024,2235.0,sqft,760.18,8712.0,sqft,4.0,3.0,449 Hartley St,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1180-Blue-Hill-Creek-Dr-Marco-Island-FL-34145/54182650_zpid/,,House for sale,Single Family,113,3950000,Yes,550000.0,05/16/2024,4669.0,sqft,846.01,0.58,acres,3.0,5.0,1180 Blue Hill Creek Dr,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/140-Seaview-Ct-APT-1404-Marco-Island-FL-34145/2058769089_zpid/,,Condo for sale,Condominium,171,599000,No,,,610.0,sqft,981.97,0.0,sqft,1.0,2.0,140 Seaview Ct APT 1404,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/140-Seaview-Ct-APT-302N-Marco-Island-FL-34145/54162261_zpid/,,Condo for sale,Condominium,122,850000,Yes,45000.0,06/18/2024,844.0,sqft,1007.11,0.0,sqft,2.0,2.0,140 Seaview Ct APT 302N,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/570-Club-Marco-Cir-UNIT-101-Marco-Island-FL-34145/43744796_zpid/,,Condo for sale,Condominium,44,799900,No,,,1406.0,sqft,568.92,,,3.0,2.0,570 Club Marco Cir UNIT 101,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/400-Century-Dr-Marco-Island-FL-34145/43777354_zpid/,,House for sale,Single Family,248,5400000,Yes,350000.0,06/29/2024,5552.0,sqft,972.62,0.25,acres,5.0,5.0,400 Century Dr,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/480-S-Collier-Blvd-704-Marco-Island-FL-34145/299347233_zpid/,,Condo for sale,Condominium,163,672000,Yes,5000.0,07/15/2024,500.0,sqft,1344.0,,,1.0,1.0,480 S Collier Blvd #704,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/648-Bimini-Ave-Marco-Island-FL-34145/54187708_zpid/,,House for sale,Single Family,161,2875000,Yes,100000.0,06/19/2024,2231.0,sqft,1288.66,0.28,acres,3.0,2.0,648 Bimini Ave,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/601-Seaview-Ct-APT-211-Marco-Island-FL-34145/2053398737_zpid/,,Condo for sale,Condominium,249,624000,Yes,25000.0,05/29/2024,1112.0,sqft,561.15,,,2.0,2.0,601 Seaview Ct APT 211,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/858-Perrine-Ct-Marco-Island-FL-34145/103070221_zpid/,,House for sale,Single Family,159,3495000,Yes,305000.0,06/28/2024,2339.0,sqft,1494.23,0.36,acres,3.0,3.0,858 Perrine Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1081-Bald-Eagle-Dr-Marco-Island-FL-34145/103069892_zpid/,,Lot / Land for sale,Lot/Land,552,180000,Yes,1220000.0,09/11/2024,,,,,,,,1081 Bald Eagle Dr,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1857-San-Marco-Rd-PENTHOUSE-7-Marco-Island-FL-34145/66665971_zpid/,,Condo for sale,Condominium,147,729000,Yes,20000.0,06/10/2024,2354.0,sqft,309.69,0.0,sqft,3.0,3.0,1857 San Marco Rd PENTHOUSE 7,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/861-S-Collier-Blvd-S-202-Marco-Island-FL-34145/54172454_zpid/,,Condo for sale,Condominium,99,770000,Yes,15000.0,06/05/2024,974.0,sqft,790.55,,,2.0,2.0,861 S Collier Blvd #S-202,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1528-Buccaneer-Ct-Marco-Island-FL-34145/103056045_zpid/,,House for sale,Single Family,29,3100000,No,,,2516.0,sqft,1232.11,8712.0,sqft,3.0,3.0,1528 Buccaneer Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1202-Edington-Pl-204-Marco-Island-FL-34145/348009318_zpid/,,Condo for sale,Condominium,147,509900,No,,,1000.0,sqft,509.9,,,2.0,2.0,1202 Edington Pl #204,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/970-Cape-Marco-Dr-APT-2408-Marco-Island-FL-34145/63473336_zpid/,,Condo for sale,Condominium,132,7850000,No,,,7905.0,sqft,993.04,,,4.0,5.0,970 Cape Marco Dr APT 2408,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/318-Angler-Dr-402-Goodland-FL-34140/70756869_zpid/,,Condo for sale,Condominium,167,899900,No,,,1712.0,sqft,525.64,,,3.0,2.0,318 Angler Dr #402,Goodland,34140,FL,USA
https://www.zillow.com/homedetails/2001-Sheffield-Ave-Marco-Island-FL-34145/103183814_zpid/,,House for sale,Single Family,20,1222000,No,,,3060.0,sqft,399.35,0.43,acres,3.0,3.0,2001 Sheffield Ave,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1661-Orleans-Ct-Marco-Island-FL-34145/103155126_zpid/,,House for sale,Single Family,35,2875000,No,,,2479.0,sqft,1159.74,8712.0,sqft,3.0,3.0,1661 Orleans Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/762-San-Marco-Rd-4-205-Marco-Island-FL-34145/54189725_zpid/,,Condo for sale,Condominium,100,475000,Yes,10000.0,08/03/2024,814.0,sqft,583.54,,,2.0,2.0,762 San Marco Rd #4-205,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/882-Magnolia-Ct-Marco-Island-FL-34145/43775007_zpid/,,House for sale,Single Family,108,5895000,Yes,1000000.0,05/18/2024,3624.0,sqft,1626.66,0.25,acres,3.0,3.0,882 Magnolia Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1069-Bald-Eagle-Dr-UNIT-602-Marco-Island-FL-34145/2140373713_zpid/,,Condo for sale,Condominium,139,1475000,No,,,1995.0,sqft,739.35,,,3.0,2.0,1069 Bald Eagle Dr UNIT 602,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/850-Palm-St-APT-C24-Marco-Island-FL-34145/43777506_zpid/,,Condo for sale,Condominium,102,399000,No,,,494.0,sqft,807.69,,,1.0,1.0,850 Palm St APT C24,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/954-Sundrop-Ct-Marco-Island-FL-34145/54188202_zpid/,,New construction,Single Family,182,6495000,No,,,4399.0,sqft,1476.47,0.25,acres,4.0,5.0,954 Sundrop Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/493-Tallwood-St-UNIT-A2-Marco-Island-FL-34145/2099783590_zpid/,,Condo for sale,Condominium,152,370000,Yes,9500.0,08/14/2024,975.0,sqft,379.49,,,2.0,2.0,493 Tallwood St UNIT A2,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/870-S-Collier-Blvd-UNIT-601-Marco-Island-FL-34145/54186741_zpid/,,Condo for sale,Condominium,93,1495000,No,,,2204.0,sqft,678.31,,,3.0,3.0,870 S Collier Blvd UNIT 601,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1640-N-Copeland-Dr-Marco-Island-FL-34145/55815624_zpid/,,House for sale,Single Family,212,8300000,No,,,4178.0,sqft,1986.6,0.5,acres,3.0,5.0,1640 N Copeland Dr,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1070-S-Collier-Blvd-APT-803-Marco-Island-FL-34145/55819915_zpid/,,Condo for sale,Condominium,126,1800000,Yes,150000.0,08/31/2024,2159.0,sqft,833.72,,,2.0,3.0,1070 S Collier Blvd APT 803,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/801-S-Collier-Blvd-404-Marco-Island-FL-34145/2058768126_zpid/,,Condo for sale,Condominium,155,660000,Yes,37000.0,05/23/2024,974.0,sqft,677.62,,,2.0,2.0,801 S Collier Blvd #404,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/440-Seaview-Ct-APT-203-Marco-Island-FL-34145/54201998_zpid/,,Condo for sale,Condominium,136,669900,No,,,1161.0,sqft,577.0,0.0,sqft,2.0,2.0,440 Seaview Ct APT 203,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1069-Bald-Eagle-Dr-S-602-Marco-Island-FL-34145/60550904_zpid/,,Condo for sale,Condominium,139,1475000,No,,,1995.0,sqft,739.35,0.0,sqft,3.0,2.0,1069 Bald Eagle Dr #S-602,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/930-Cape-Marco-Dr-UNIT-906-Marco-Island-FL-34145/54203278_zpid/,,Condo for sale,Condominium,107,2350000,Yes,150000.0,06/13/2024,2704.0,sqft,869.08,,,3.0,3.0,930 Cape Marco Dr UNIT 906,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1188-Winterberry-Dr-Marco-Island-FL-34145/43776038_zpid/,,House for sale,Single Family,184,2750000,No,,,2184.0,sqft,1259.16,0.25,acres,3.0,2.0,1188 Winterberry Dr,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/380-Seaview-Ct-APT-405-Marco-Island-FL-34145/43795955_zpid/,,Condo for sale,Condominium,81,750000,No,,,1070.0,sqft,700.93,,,2.0,2.0,380 Seaview Ct APT 405,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/161-S-Collier-Blvd-UNIT-206-Marco-Island-FL-34145/347342779_zpid/,,Condo for sale,Condominium,160,569000,No,,,1184.0,sqft,480.57,,,2.0,2.0,161 S Collier Blvd UNIT 206,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/813-Buttonwood-Ct-Marco-Island-FL-34145/43773854_zpid/,,House for sale,Single Family,343,999000,Yes,100000.0,04/18/2024,1620.0,sqft,616.67,0.25,acres,3.0,2.0,813 Buttonwood Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/380-Seaview-Ct-APT-1607-Marco-Island-FL-34145/43796030_zpid/,,Condo for sale,Condominium,42,879000,No,,,1047.0,sqft,839.54,0.0,sqft,2.0,2.0,380 Seaview Ct APT 1607,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1215-Edington-Pl-APT-A2-Marco-Island-FL-34145/43802272_zpid/,,Condo for sale,Condominium,41,355000,No,,,570.0,sqft,622.81,,,1.0,1.0,1215 Edington Pl APT A2,Marco Island,34145,FL,USA
