Property URL,MLS ID,Listing description,Property type,Number of days on Zillow,Property price (USD),Price was cut,Price cut amount (USD),Price cut date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,State,Country
https://www.zillow.com/homedetails/240-N-Collier-Blvd-APT-D7-Marco-Island-FL-34145/43794420_zpid/,,Condo for sale,Condominium,141,279900,Yes,5100.0,07/02/2024,508.0,sqft,550.98,,,1.0,1.0,240 N Collier Blvd APT D7,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/280-S-Collier-Blvd-UNIT-404-Marco-Island-FL-34145/54202755_zpid/,,Condo for sale,Condominium,42,2200000,No,,,2300.0,sqft,956.52,0.0,sqft,3.0,3.0,280 S Collier Blvd UNIT 404,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/971-Valley-Ave-Marco-Island-FL-34145/54189086_zpid/,,House for sale,Single Family,240,1490000,No,,,1990.0,sqft,748.74,0.27,acres,4.0,3.0,971 Valley Ave,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/440-Seaview-Ct-APT-1908-Marco-Island-FL-34145/43796204_zpid/,,Condo for sale,Condominium,27,729000,No,,,1047.0,sqft,696.28,,,2.0,2.0,440 Seaview Ct APT 1908,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1780-Ludlow-Rd-Marco-Island-FL-34145/103063502_zpid/,,New construction,Single Family,189,2149000,Yes,50000.0,07/24/2024,2375.0,sqft,904.84,0.27,acres,4.0,4.0,1780 Ludlow Rd,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1085-Bald-Eagle-Dr-UNIT-A307-Naples-FL-34145/54198132_zpid/,,Condo for sale,Condominium,105,499000,Yes,20000.0,07/25/2024,800.0,sqft,623.75,,,1.0,1.0,1085 Bald Eagle Dr UNIT A307,Naples,34145,FL,USA
https://www.zillow.com/homedetails/591-Seaview-Ct-APT-A609-Marco-Island-FL-34145/54201886_zpid/,,Condo for sale,Condominium,205,750000,Yes,10000.0,04/11/2024,964.0,sqft,778.01,,,2.0,2.0,591 Seaview Ct APT A609,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1036-S-Collier-Blvd-APT-404-Marco-Island-FL-34145/54166852_zpid/,,Condo for sale,Condominium,196,1450000,Yes,100000.0,04/08/2024,1869.0,sqft,775.82,,,3.0,3.0,1036 S Collier Blvd APT 404,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/2044-Dogwood-Dr-Marco-Island-FL-34145/103180868_zpid/,,Lot / Land for sale,Lot/Land,344,79800,Yes,100.0,07/04/2024,,,,0.25,acres,,,2044 Dogwood Dr,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/813-Magnolia-Ct-Marco-Island-FL-34145/43776703_zpid/,,House for sale,Single Family,226,4999000,No,,,3838.0,sqft,1302.5,0.29,acres,4.0,5.0,813 Magnolia Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/832-Swan-Dr-Marco-Island-FL-34145/43776630_zpid/,,House for sale,Single Family,210,1299000,Yes,60000.0,06/24/2024,2132.0,sqft,609.29,8712.0,sqft,3.0,2.0,832 Swan Dr,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1085-Bald-Eagle-Dr-UNIT-B302-Marco-Island-FL-34145/43791145_zpid/,,Condo for sale,Condominium,64,709000,No,,,1000.0,sqft,709.0,,,1.0,2.0,1085 Bald Eagle Dr UNIT B302,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/886-Park-Ave-UNIT-403-Marco-Island-FL-34145/63474556_zpid/,,Condo for sale,Condominium,114,499000,Yes,26000.0,07/23/2024,1097.0,sqft,454.88,,,2.0,2.0,886 Park Ave UNIT 403,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/921-Scott-Dr-Marco-Island-FL-34145/54189337_zpid/,,House for sale,Single Family,238,4495000,Yes,455000.0,01/18/2024,4310.0,sqft,1042.92,0.5,acres,6.0,3.0,921 Scott Dr,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/480-S-Collier-Blvd-614-Marco-Island-FL-34145/299347225_zpid/,,Condo for sale,Condominium,150,1199000,Yes,50000.0,08/26/2024,1025.0,sqft,1169.76,,,2.0,2.0,480 S Collier Blvd #614,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/206-Dan-River-Ct-Marco-Island-FL-34145/54187889_zpid/,,House for sale,Single Family,31,1900000,No,,,2391.0,sqft,794.65,0.26,acres,4.0,3.0,206 Dan River Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1202-Edington-Pl-APT-B401-Marco-Island-FL-34145/43802358_zpid/,,Condo for sale,Condominium,72,549000,No,,,1000.0,sqft,549.0,,,2.0,2.0,1202 Edington Pl APT B401,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/828-Hideaway-Cir-E-4-432-Marco-Island-FL-34145/344788631_zpid/,,Condo for sale,Condominium,181,999000,Yes,151000.0,04/27/2024,2480.0,sqft,402.82,,,3.0,3.0,828 Hideaway Cir E #4-432,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/300-S-Collier-Blvd-UNIT-2103-Marco-Island-FL-34145/54199105_zpid/,,Condo for sale,Condominium,129,1089000,No,,,1350.0,sqft,806.67,,,2.0,2.0,300 S Collier Blvd UNIT 2103,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/961-Collier-Ct-APT-107-Marco-Island-FL-34145/43743668_zpid/,,Condo for sale,Condominium,155,830000,Yes,30000.0,08/05/2024,2025.0,sqft,409.88,,,3.0,2.0,961 Collier Ct APT 107,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/971-Abaco-Ct-Marco-Island-FL-34145/43775704_zpid/,,House for sale,Single Family,239,1995000,Yes,154000.0,05/25/2024,2078.0,sqft,960.06,10454.4,sqft,3.0,3.0,971 Abaco Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/710-E-Elkcam-Cir-307-Marco-Island-FL-34145/368894307_zpid/,,Condo for sale,Condominium,69,625000,Yes,25000.0,08/14/2024,1402.0,sqft,445.79,,,2.0,2.0,710 E Elkcam Cir #307,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/140-Starfish-Ct-Marco-Island-FL-34145/43775149_zpid/,,House for sale,Single Family,28,2995000,No,,,2564.0,sqft,1168.1,0.25,acres,4.0,4.0,140 Starfish Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/832-Seagrape-Dr-Marco-Island-FL-34145/43776619_zpid/,,House for sale,Single Family,90,1100000,Yes,59000.0,06/15/2024,1250.0,sqft,880.0,8276.4,sqft,2.0,2.0,832 Seagrape Dr,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1601-Orleans-Ct-Marco-Island-FL-34145/54188857_zpid/,,House for sale,Single Family,170,1499000,No,,,1927.0,sqft,777.89,0.3,acres,3.0,2.0,1601 Orleans Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1227-Antigua-Ct-Marco-Island-FL-34145/43776043_zpid/,,House for sale,Single Family,28,3189000,No,,,2795.0,sqft,1140.97,0.25,acres,4.0,3.0,1227 Antigua Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/161-S-Collier-Blvd-UNIT-A206-Marco-Island-FL-34145/54164247_zpid/,,Condo for sale,Condominium,160,569000,No,,,1184.0,sqft,480.57,0.0,sqft,2.0,2.0,161 S Collier Blvd UNIT A206,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/255-Waterside-Cir-5-102-Marco-Island-FL-34145/439577966_zpid/,,Condo for sale,Condominium,297,869900,Yes,5000.0,07/26/2024,1750.0,sqft,497.09,0.0,sqft,3.0,2.0,255 Waterside Cir #5-102,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/2161-San-Marco-Rd-1-101-Marco-Island-FL-34145/43750142_zpid/,,Condo for sale,Condominium,229,349000,No,,,948.0,sqft,368.14,,,2.0,2.0,2161 San Marco Rd #1-101,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/980-Cape-Marco-Dr-UNIT-1407-Marco-Island-FL-34145/43778777_zpid/,,Condo for sale,Condominium,26,1450000,Yes,49000.0,08/15/2024,1820.0,sqft,796.7,,,3.0,2.0,980 Cape Marco Dr UNIT 1407,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/240-N-Collier-Blvd-APT-A3-Marco-Island-FL-34145/54200557_zpid/,,Condo for sale,Condominium,77,250000,Yes,44900.0,06/27/2024,406.0,sqft,615.76,0.0,sqft,,1.0,240 N Collier Blvd APT A3,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1012-Anglers-Cv-D205-Marco-Island-FL-34145/54162560_zpid/,,Condo for sale,Condominium,77,459000,Yes,10000.0,02/24/2024,732.0,sqft,627.05,,,2.0,2.0,1012 Anglers Cv #D205,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/220-S-Collier-Blvd-UNIT-503-Marco-Island-FL-34145/43748612_zpid/,,Condo for sale,Condominium,16,1169000,Yes,130000.0,08/27/2024,1664.0,sqft,702.52,,,2.0,3.0,220 S Collier Blvd UNIT 503,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/931-Beaver-Ct-Marco-Island-FL-34145/66132158_zpid/,,House for sale,Single Family,138,2650000,No,,,3275.0,sqft,809.16,8712.0,sqft,4.0,4.0,931 Beaver Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/995-Anglers-Cv-N-503-Marco-Island-FL-34145/54162697_zpid/,,Condo for sale,Condominium,430,450000,Yes,25000.0,08/26/2024,802.0,sqft,561.1,,,2.0,1.0,995 Anglers Cv N #503,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1520-Caxambas-Ct-Marco-Island-FL-34145/43777228_zpid/,,House for sale,Single Family,188,5350000,Yes,150000.0,05/08/2024,3785.0,sqft,1413.47,0.54,acres,4.0,4.0,1520 Caxambas Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1780-Addison-Ct-Marco-Island-FL-34145/54189349_zpid/,,House for sale,Single Family,37,3695000,Yes,155000.0,08/07/2024,3145.0,sqft,1174.88,0.48,acres,4.0,5.0,1780 Addison Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1021-S-Collier-Blvd-APT-301-Marco-Island-FL-34145/54207517_zpid/,,Condo for sale,Condominium,31,819000,No,,,1702.0,sqft,481.2,,,3.0,3.0,1021 S Collier Blvd APT 301,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/685-Palm-Ave-Naples-FL-34140/43764505_zpid/,,House for sale,Single Family,164,1649000,No,,,2119.0,sqft,778.2,7405.2,sqft,4.0,3.0,685 Palm Ave,Naples,34140,FL,USA
https://www.zillow.com/homedetails/1865-Woodbine-Ct-Marco-Island-FL-34145/43774312_zpid/,,House for sale,Single Family,75,1995000,No,,,1850.0,sqft,1078.38,,,3.0,2.0,1865 Woodbine Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/184-Stillwater-Ct-Marco-Island-FL-34145/43774240_zpid/,,House for sale,Single Family,20,2250000,No,,,2258.0,sqft,996.46,0.31,acres,3.0,3.0,184 Stillwater Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/178-Tahiti-Rd-Marco-Island-FL-34145/54187596_zpid/,,House for sale,Single Family,36,1320000,No,,,1943.0,sqft,679.36,10454.4,sqft,3.0,3.0,178 Tahiti Rd,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/693-Seaview-Ct-3-Marco-Island-FL-34145/349538280_zpid/,,Condo for sale,Condominium,128,650000,Yes,20000.0,08/02/2024,964.0,sqft,674.27,0.0,sqft,2.0,2.0,693 Seaview Ct #3,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1000-S-Collier-Blvd-UNIT-102-Marco-Island-FL-34145/54196045_zpid/,,Condo for sale,Condominium,21,1695000,Yes,154000.0,08/22/2024,1810.0,sqft,936.46,,,3.0,2.0,1000 S Collier Blvd UNIT 102,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1231-Redwood-Ct-Marco-Island-FL-34145/43774992_zpid/,,House for sale,Single Family,225,5500000,No,,,5524.0,sqft,995.66,0.29,acres,4.0,5.0,1231 Redwood Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1500-Winterberry-Dr-Marco-Island-FL-34145/54188921_zpid/,,House for sale,Single Family,33,2099000,Yes,100000.0,09/02/2024,2569.0,sqft,817.05,0.36,acres,3.0,3.0,1500 Winterberry Dr,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1432-Jamaica-Rd-Marco-Island-FL-34145/43773544_zpid/,,House for sale,Single Family,101,1349000,Yes,50000.0,05/13/2024,2353.0,sqft,573.31,0.34,acres,3.0,2.0,1432 Jamaica Rd,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/601-Seaview-Ct-APT-C102-Marco-Island-FL-34145/43795751_zpid/,,Condo for sale,Condominium,51,639000,Yes,20000.0,09/03/2024,1074.0,sqft,594.97,0.0,sqft,2.0,2.0,601 Seaview Ct APT C102,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/812-Hideaway-Cir-E-UNIT-124-Marco-Island-FL-34145/54181071_zpid/,,Condo for sale,Condominium,244,940000,Yes,25000.0,08/26/2024,2480.0,sqft,379.03,0.0,sqft,3.0,3.0,812 Hideaway Cir E UNIT 124,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/570-Club-Marco-Cir-7-101-Marco-Island-FL-34145/402687058_zpid/,,Condo for sale,Condominium,44,799900,No,,,1406.0,sqft,568.92,0.0,sqft,3.0,2.0,570 Club Marco Cir #7-101,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1783-Waterfall-Ct-Marco-Island-FL-34145/70744301_zpid/,,House for sale,Single Family,78,1890000,No,,,2246.0,sqft,841.5,8712.0,sqft,3.0,2.0,1783 Waterfall Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/591-Seaview-Ct-APT-A108-Marco-Island-FL-34145/360499879_zpid/,,Condo for sale,Condominium,72,585000,No,,,1074.0,sqft,544.69,,,2.0,2.0,591 Seaview Ct APT A108,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/661-Wren-St-Marco-Island-FL-34145/43776655_zpid/,,House for sale,Single Family,144,1099000,No,,,1408.0,sqft,780.54,9583.2,sqft,3.0,2.0,661 Wren St,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/240-N-Collier-Blvd-APT-F1-Marco-Island-FL-34145/43794432_zpid/,,Condo for sale,Condominium,6,350000,No,,,704.0,sqft,497.16,,,2.0,1.0,240 N Collier Blvd APT F1,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1202-Edington-Pl-APT-B204-Marco-Island-FL-34145/43802356_zpid/,,Condo for sale,Condominium,147,509900,No,,,1000.0,sqft,509.9,0.0,sqft,2.0,2.0,1202 Edington Pl APT B204,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/2000-Royal-Marco-Way-PENTHOUSE-J-Marco-Island-FL-34145/54198913_zpid/,,Condo for sale,Condominium,126,1795000,Yes,80000.0,06/20/2024,3050.0,sqft,588.52,,,3.0,3.0,2000 Royal Marco Way PENTHOUSE J,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/380-Seaview-Ct-APT-1501-Marco-Island-FL-34145/43796019_zpid/,,Condo for sale,Condominium,160,699000,Yes,21000.0,08/22/2024,1132.0,sqft,617.49,0.0,sqft,2.0,2.0,380 Seaview Ct APT 1501,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/711-W-Elkcam-Cir-UNIT-123-Marco-Island-FL-34145/54201531_zpid/,,Condo for sale,Condominium,42,485000,Yes,2500.0,09/12/2024,711.0,sqft,682.14,,,2.0,2.0,711 W Elkcam Cir UNIT 123,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/87-N-Collier-Blvd-APT-J23-Marco-Island-FL-34145/54183757_zpid/,,Condo for sale,Condominium,209,335000,Yes,10000.0,09/10/2024,536.0,sqft,625.0,,,1.0,1.0,87 N Collier Blvd APT J23,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/350-S-Collier-Blvd-UNIT-407-Marco-Island-FL-34145/70758334_zpid/,,Condo for sale,Condominium,34,3475000,No,,,2523.0,sqft,1377.33,,,2.0,3.0,350 S Collier Blvd UNIT 407,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/440-Seaview-Ct-APT-1402-Marco-Island-FL-34145/43796151_zpid/,,Condo for sale,Condominium,133,649000,Yes,30900.0,08/01/2024,991.0,sqft,654.89,0.0,sqft,2.0,2.0,440 Seaview Ct APT 1402,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1103-S-Collier-Blvd-APT-C106-Marco-Island-FL-34145/43798864_zpid/,,Condo for sale,Condominium,16,529000,No,,,1466.0,sqft,360.85,,,2.0,4.0,1103 S Collier Blvd APT C106,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/788-Milan-Ct-Marco-Island-FL-34145/54188346_zpid/,,House for sale,Single Family,13,1849000,No,,,1750.0,sqft,1056.57,8712.0,sqft,3.0,2.0,788 Milan Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/211-Clyburn-St-Marco-Island-FL-34145/103183895_zpid/,,New construction,Single Family,27,1295000,No,,,1718.0,sqft,753.78,8712.0,sqft,3.0,2.0,211 Clyburn St,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/449-Pepperwood-Ct-Marco-Island-FL-34145/43774011_zpid/,,House for sale,Single Family,11,4900000,No,,,2141.0,sqft,2288.65,0.26,acres,3.0,2.0,449 Pepperwood Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/970-Cape-Marco-Dr-UNIT-2506-Marco-Island-FL-34145/63473338_zpid/,,Condo for sale,Condominium,283,10500000,No,,,13528.0,sqft,776.17,,,6.0,8.0,970 Cape Marco Dr UNIT 2506,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/683-Solana-Ct-Marco-Island-FL-34145/70740498_zpid/,,House for sale,Single Family,14,3400000,No,,,3585.0,sqft,948.4,0.25,acres,4.0,4.0,683 Solana Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/471-Renard-Ct-Marco-Island-FL-34145/43776921_zpid/,,House for sale,Single Family,188,2650000,No,,,2236.0,sqft,1185.15,0.25,acres,3.0,2.0,471 Renard Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/370-Regatta-St-Marco-Island-FL-34145/103116729_zpid/,,House for sale,Single Family,216,1249000,Yes,16000.0,09/06/2024,1731.0,sqft,721.55,8712.0,sqft,3.0,2.0,370 Regatta St,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/167-N-Collier-Blvd-APT-M1-Marco-Island-FL-34145/54162900_zpid/,,Condo for sale,Condominium,97,365000,No,,,704.0,sqft,518.47,,,2.0,1.0,167 N Collier Blvd APT M1,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/236-Bermuda-Rd-Marco-Island-FL-34145/43773589_zpid/,,House for sale,Single Family,27,1100000,No,,,1741.0,sqft,631.82,8712.0,sqft,3.0,2.0,236 Bermuda Rd,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1690-N-Copeland-Dr-Marco-Island-FL-34145/54189393_zpid/,,House for sale,Single Family,197,16500000,No,,,13262.0,sqft,1244.16,2.77,acres,6.0,9.0,1690 N Copeland Dr,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/322-Angler-Dr-501-Goodland-FL-34140/70756870_zpid/,,Condo for sale,Condominium,129,699000,Yes,50000.0,09/06/2024,1477.0,sqft,473.26,,,2.0,2.0,322 Angler Dr #501,Goodland,34140,FL,USA
https://www.zillow.com/homedetails/1171-Twin-Oak-Ct-Marco-Island-FL-34145/103183850_zpid/,,House for sale,Single Family,140,2595000,No,,,2312.0,sqft,1122.4,8712.0,sqft,3.0,3.0,1171 Twin Oak Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1104-Gayer-Way-Marco-Island-FL-34145/55815701_zpid/,,House for sale,Single Family,91,1999000,No,,,1904.0,sqft,1049.89,0.25,acres,3.0,2.0,1104 Gayer Way,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/190-N-Collier-Blvd-APT-N5-Marco-Island-FL-34145/43794482_zpid/,,Condo for sale,Condominium,146,349999,Yes,19001.0,07/09/2024,704.0,sqft,497.16,,,2.0,1.0,190 N Collier Blvd APT N5,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/533-Bradford-Ct-Marco-Island-FL-34145/43777339_zpid/,,House for sale,Single Family,97,1000000,No,,,1741.0,sqft,574.38,9583.2,sqft,3.0,2.0,533 Bradford Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1020-S-Collier-Blvd-APT-607-Naples-FL-34145/43748320_zpid/,,Condo for sale,Condominium,24,1199000,No,,,1358.0,sqft,882.92,,,3.0,2.0,1020 S Collier Blvd APT 607,Naples,34145,FL,USA
https://www.zillow.com/homedetails/1085-Bald-Eagle-Dr-UNIT-C203-Naples-FL-34145/43791169_zpid/,,Condo for sale,Condominium,226,475000,Yes,24900.0,08/29/2024,800.0,sqft,593.75,,,1.0,1.0,1085 Bald Eagle Dr UNIT C203,Naples,34145,FL,USA
https://www.zillow.com/homedetails/875-Hyacinth-Ct-Marco-Island-FL-34145/54189129_zpid/,,House for sale,Single Family,101,2799000,No,,,3400.0,sqft,823.24,0.28,acres,5.0,4.0,875 Hyacinth Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1711-Watson-Rd-Marco-Island-FL-34145/43777282_zpid/,,House for sale,Single Family,100,1390000,Yes,59000.0,08/20/2024,1926.0,sqft,721.7,0.51,acres,3.0,2.0,1711 Watson Rd,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/Sea-Oats-Ct-Marco-Island-FL-34145/2071185806_zpid/,,Lot / Land for sale,Lot/Land,74,199999,No,,,,,,3.01,acres,,,Sea Oats Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/897-Collier-Ct-APT-204-Marco-Island-FL-34145/2069754048_zpid/,,Condo for sale,Condominium,97,769000,No,,,1125.0,sqft,683.56,0.0,sqft,2.0,2.0,897 Collier Ct APT 204,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1740-Wavecrest-Ct-Marco-Island-FL-34145/103066906_zpid/,,House for sale,Single Family,35,3050000,Yes,100000.0,09/09/2024,2341.0,sqft,1302.86,0.25,acres,3.0,3.0,1740 Wavecrest Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/174-S-Collier-Blvd-UNIT-1201-Marco-Island-FL-34145/43789415_zpid/,,Condo for sale,Condominium,76,2475000,Yes,100000.0,09/05/2024,1991.0,sqft,1243.09,0.0,sqft,4.0,3.0,174 S Collier Blvd UNIT 1201,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1080-S-Collier-Blvd-APT-408-Marco-Island-FL-34145/54201114_zpid/,,Condo for sale,Condominium,29,849900,No,,,1300.0,sqft,653.77,,,2.0,2.0,1080 S Collier Blvd APT 408,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1204-Edington-Pl-APT-C402-Marco-Island-FL-34145/54207387_zpid/,,Condo for sale,Condominium,65,1350000,No,,,1478.0,sqft,913.4,,,3.0,3.0,1204 Edington Pl APT C402,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/739-Fairlawn-Ct-Marco-Island-FL-34145/43773821_zpid/,,House for sale,Single Family,54,4995000,Yes,104000.0,07/17/2024,4061.0,sqft,1229.99,0.25,acres,4.0,5.0,739 Fairlawn Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/2125-San-Marco-Rd-6-103-Marco-Island-FL-34145/43750176_zpid/,,Condo for sale,Condominium,183,319000,Yes,10000.0,04/06/2024,914.0,sqft,349.02,,,2.0,2.0,2125 San Marco Rd #6-103,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1156-Bond-Ct-Marco-Island-FL-34145/54188710_zpid/,,House for sale,Single Family,50,1850000,No,,,1961.0,sqft,943.4,8720.0,sqft,4.0,2.0,1156 Bond Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/831-Caxambas-Dr-Marco-Island-FL-34145/54166844_zpid/,,House for sale,Single Family,210,13900000,Yes,600000.0,08/29/2024,4622.0,sqft,3007.36,1.51,acres,4.0,6.0,831 Caxambas Dr,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/170-Snowberry-Ct-Marco-Island-FL-34145/43775356_zpid/,,New construction,Single Family,113,3190000,Yes,110000.0,09/10/2024,2624.0,sqft,1215.7,0.25,acres,4.0,4.0,170 Snowberry Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/465-Bald-Eagle-Dr-UNIT-11-Marco-Island-FL-34145/43803977_zpid/,,Condo for sale,Condominium,92,319000,Yes,30000.0,06/20/2024,875.0,sqft,364.57,,,2.0,1.0,465 Bald Eagle Dr UNIT 11,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/100-Stevens-Landing-Dr-UNIT-302-Marco-Island-FL-34145/54202542_zpid/,,Condo for sale,Condominium,89,450000,No,,,1100.0,sqft,409.09,,,2.0,2.0,100 Stevens Landing Dr UNIT 302,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1061-Bonita-Ct-Marco-Island-FL-34145/43775388_zpid/,,House for sale,Single Family,59,3795000,No,,,3254.0,sqft,1166.26,10018.8,sqft,4.0,3.0,1061 Bonita Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1047-Hartley-Ave-UNIT-203-Marco-Island-FL-34145/54168744_zpid/,,Condo for sale,Condominium,107,349000,No,,,1059.0,sqft,329.56,,,2.0,2.0,1047 Hartley Ave UNIT 203,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/380-Seaview-Ct-APT-310-Marco-Island-FL-34145/55816554_zpid/,,Condo for sale,Condominium,174,769900,No,,,1070.0,sqft,719.53,,,2.0,2.0,380 Seaview Ct APT 310,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/320-Seaview-Ct-APT-1801-Marco-Island-FL-34145/54202186_zpid/,,Condo for sale,Condominium,92,850000,Yes,45000.0,07/18/2024,1132.0,sqft,750.88,,,2.0,2.0,320 Seaview Ct APT 1801,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/440-Seaview-Ct-APT-1805-Marco-Island-FL-34145/54202053_zpid/,,Condo for sale,Condominium,180,925000,No,,,1070.0,sqft,864.49,,,2.0,2.0,440 Seaview Ct APT 1805,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1355-Caxambas-Ct-Marco-Island-FL-34145/43777218_zpid/,,Lot / Land for sale,Lot/Land,590,7950000,No,,,,,,,,,,1355 Caxambas Ct,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/320-Seaview-Ct-2-909-Marco-Island-FL-34145/2089272499_zpid/,,Condo for sale,Condominium,111,925000,No,,,1075.0,sqft,860.47,,,2.0,2.0,320 Seaview Ct #2-909,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/1215-Edington-Pl-APT-H3-Marco-Island-FL-34145/2125555965_zpid/,,Condo for sale,Condominium,55,395000,No,,,570.0,sqft,692.98,,,1.0,1.0,1215 Edington Pl APT H3,Marco Island,34145,FL,USA
https://www.zillow.com/homedetails/781-W-Elkcam-Cir-UNIT-A3-Marco-Island-FL-34145/43746946_zpid/,,Condo for sale,Condominium,44,529000,No,,,808.0,sqft,654.7,,,2.0,2.0,781 W Elkcam Cir UNIT A3,Marco Island,34145,FL,USA
